gold_id,case_id,conversation_id,customer_message,context,proposed_status,proposed_areas,proposed_intents,proposed_primary_intent,proposed_states,proposed_should_escalate,human_status,human_areas,human_intents,human_primary_intent,human_states,human_should_escalate,human_escalation_reason,human_notes,review_flags,assistant_outcome,review_priority,assistant_status_recommendation,assistant_areas_recommendation,assistant_intents_recommendation,assistant_primary_intent_recommendation,assistant_states_recommendation,assistant_should_escalate_recommendation,assistant_escalation_reason_recommendation,assistant_notes_recommendation,human_action,adjudication_status
gold_0097,amazon_case_0091321,401628,"Tried multiple time to reset password, says code has been sent to my email to verify its me. But it is never there. Please help!","CUSTOMER: Tried multiple time to reset password, says code has been sent to my email to verify its me. But it is never there. Please help!",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0098,amazon_case_0094587,2766414,"can't use my rupay card to make payments/add balance on amazon. won't get redirected to otp page. issue since a month now, please coordinate and fix. you are losing customers.","CUSTOMER: can't use my rupay card to make payments/add balance on amazon. won't get redirected to otp page. issue since a month now, please coordinate and fix. you are losing customers.",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,OUT_OF_SCOPE,,,,INITIAL_INQUIRY,False,,RuPay/Amazon Pay OTP payment failure is outside the frozen v1 business-intent set.,OUT_OF_SCOPE_DECISION_REVIEW,OUT_OF_TAXONOMY,TAXONOMY_REVIEW,OUT_OF_SCOPE,,,,INITIAL_INQUIRY,False,,RuPay/Amazon Pay OTP payment failure is outside the frozen v1 business-intent set.,Decide taxonomy-gap handling before final gold lock.,PRIORITY_CASE_ASSISTANT_ADJUDICATED_NEEDS_HUMAN_CONFIRMATION
gold_0099,amazon_case_0111852,173480,I can't sign on to my account. When I ask for a password reset no email comes with a code. Help!!,CUSTOMER: I can't sign on to my account. When I ask for a password reset no email comes with a code. Help!!,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0100,amazon_case_0108165,2789086,"Hey AmazonIndia, is your sign in page working ? I am getting 500 error.","CUSTOMER: Hey AmazonIndia, is your sign in page working ? I am getting 500 error.",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0101,amazon_case_0088187,920650,Hey tried to get two factor authentication going - and I haven't even got the OTP. Fix this please? <URL>,"CUSTOMER: Hey tried to get two factor authentication going - and I haven't even got the OTP. Fix this please? <URL>
BRAND: That's unusual. While enabling the two-step verification, once you add the phone number, the code that would be sent to 1/3",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0102,amazon_case_0153812,1548202,it takes a lot of time to add Money to Amazon Pay wallet. It is frustrating. I am still waiting for OTPs from card companies.,CUSTOMER: it takes a lot of time to add Money to Amazon Pay wallet. It is frustrating. I am still waiting for OTPs from card companies.,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,OUT_OF_SCOPE,,,,INITIAL_INQUIRY,False,,Amazon Pay wallet reload/OTP issue is outside the frozen v1 business-intent set.,OUT_OF_SCOPE_DECISION_REVIEW|TAXONOMY_GAP_REVIEW,OUT_OF_TAXONOMY,TAXONOMY_REVIEW,OUT_OF_SCOPE,,,,INITIAL_INQUIRY,False,,Amazon Pay wallet reload/OTP issue is outside the frozen v1 business-intent set.,Decide taxonomy-gap handling before final gold lock.,PRIORITY_CASE_ASSISTANT_ADJUDICATED_NEEDS_HUMAN_CONFIRMATION
gold_0103,amazon_case_0072311,107270,I've had no emails only the confirmation emails that password has been reset and still doesn't let me log in just says incorrect password,"CUSTOMER: anyone having trouble with #Amazon transactions not going through and not accepting password even if you done a reset
BRAND: I'm sorry to hear about the trouble, Tom! Just to confirm, have you received any e-mails regarding the status of your account? Please be sure to check spam/junk folders. Keep us posted! We want to help!
CUSTOMER: I've had no emails only the confirmation emails that password has been reset and still doesn't let me log in just says incorrect password",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0104,amazon_case_0114412,439635,Can't log into my account on app/desktop/mobile sites. Need verification email. Tried lots of times. No email has arrived!,CUSTOMER: Can't log into my account on app/desktop/mobile sites. Need verification email. Tried lots of times. No email has arrived!,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0105,amazon_case_0117404,442894,"my seller account has been hacked and I kept getting the same run around from you guys, but no one has been able to resolve the issue. I’ve literally been assigned 3 different case numbers 😡👎🏼#amazonselleraccounthacked","CUSTOMER: my seller account has been hacked and I kept getting the same run around from you guys, but no one has been able to resolve the issue. I’ve literally been assigned 3 different case numbers 😡👎🏼#amazonselleraccounthacked",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Compromised seller account; use the closest v1 intent and escalate.,ACCOUNT_COMPROMISE_REVIEW,UNRESOLVED,TAXONOMY_REVIEW,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Compromised seller account; use the closest v1 intent and escalate.,Decide taxonomy-gap handling before final gold lock.,PRIORITY_CASE_ASSISTANT_ADJUDICATED_NEEDS_HUMAN_CONFIRMATION
gold_0106,amazon_case_0139194,737121,my account has had the email and password changed so i cant log in.,CUSTOMER: my account has had the email and password changed so i cant log in.,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Unauthorized credential takeover; use the closest v1 intent and escalate.,,UNRESOLVED,TAXONOMY_REVIEW,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,True,ACCOUNT_SECURITY_COMPROMISE,Unauthorized credential takeover; use the closest v1 intent and escalate.,Decide taxonomy-gap handling before final gold lock.,PRIORITY_CASE_ASSISTANT_ADJUDICATED_NEEDS_HUMAN_CONFIRMATION
gold_0107,amazon_case_0054430,340890,"I contacted customer service. Was told no big deal, she’ll send me a link to reset my password. Gets link to <URL> 🤦🏻‍♀️ <URL>","CUSTOMER: Thread: I’ve recently found myself diving down an rabbit hole. I tried to buy an inexpensive book for my son in law. No biggie......
CUSTOMER: When I tried to check out, I got this message <URL>
CUSTOMER: After waiting a little bit I tried hitting the button again. <URL>
CUSTOMER: I contacted customer service. Was told no big deal, she’ll send me a link to reset my password. Gets link to <URL> 🤦🏻‍♀️ <URL>",NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,ACCOUNT_ACCESS_AND_SECURITY,ACCOUNT_LOGIN_ISSUES,ACCOUNT_LOGIN_ISSUES,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0108,amazon_case_0164217,1042297,Can i just cancel the order?,"CUSTOMER: Thanks for the marketplace email. I would gladly review my purchase if it would turn up! Still waiting.... #rubbishservice #help
BRAND: Sorry to hear you're still waiting Steven- What was the expected delivery date of your order?
CUSTOMER: It was due time arrive between the 14th - 17th Oct
BRAND: Thanks for confirming. Who was the order sold and fulfilled by?
CUSTOMER: Please see attached <URL>
BRAND: Have you been able to reach out o the seller directly ?
CUSTOMER: I emailed them but the reply wasn’t legible. Broken English that made no sense and some was restricted. Frustrating.
BRAND: All marketplace orders are protected by an A-Z claim. Here's more info: http: <URL>
CUSTOMER: Can i just cancel the order?",NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0109,amazon_case_0101677,1206184,Hi . I'd like to cancel an order which should have been delivered on Friday and still hasn't arrived. Please can you tell me how?,"CUSTOMER: It's still not letting me cancel. If I select refund it's asking for details of how I'd like to send the items back, which isn't relevant.
BRAND: We don't have access to your account via Twitter, please contact us for available options here: <URL>
CUSTOMER: Hi . I'd like to cancel an order which should have been delivered on Friday and still hasn't arrived. Please can you tell me how?",NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0110,amazon_case_0069307,364000,"Hi Amazon, I placed an order half n hour back, which i now want to cancel but I cant locate Cancel order option. Please help.","CUSTOMER: Thank you, I went ahead and requested for cancellation.
BRAND: You're welcome. We'll also send you a confirmation email once the order is canceled. Kindly refer for more info.
CUSTOMER: Hi Amazon, I placed an order half n hour back, which i now want to cancel but I cant locate Cancel order option. Please help.",NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0111,amazon_case_0097584,150643,"Hi, I'd like to cancel an order. I don't see any options to cancel. Can you please help me with it?","CUSTOMER: Hi, I'd like to cancel an order. I don't see any options to cancel. Can you please help me with it?",NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0112,amazon_case_0092644,1714315,Trying to cancel an order that has already shipped -- is there any way to just stop this in its tracks and get a refund?,CUSTOMER: Trying to cancel an order that has already shipped -- is there any way to just stop this in its tracks and get a refund?,NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0113,amazon_case_0109026,2528249,an i would also like to cancel this order of mine Order # 171-0731348-872034,"CUSTOMER: I can't add my mastero or rupay cards to amazon, can you help me with it?
BRAND: We'll certainly help you out. Could you tell me the error that you see while adding the cards?
CUSTOMER: No, not error, but the option to add Mastero/Rupay card details were not available in amazon pay. I was trying to use amazon pay to pay for the tickets in TicketNew.
CUSTOMER: an i would also like to cancel this order of mine Order # 171-0731348-872034",NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,Customer explicitly adds a cancellation request.,TAXONOMY_GAP_REVIEW,UNRESOLVED,TAXONOMY_REVIEW,NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,,Customer explicitly adds a cancellation request.,Decide taxonomy-gap handling before final gold lock.,PRIORITY_CASE_ASSISTANT_ADJUDICATED_NEEDS_HUMAN_CONFIRMATION
gold_0114,amazon_case_0070600,627877,how to stop cancel of order Order # 406-5465885-2121917,"CUSTOMER: how to stop cancel of order Order # 406-5465885-2121917
BRAND: If you wish to cancel an order, please let our support team know here: <URL> & we'll help you further. (1/2)^BS",NORMAL,ORDER_MANAGEMENT,CANCEL_ORDER_REQUEST,CANCEL_ORDER_REQUEST,INITIAL_INQUIRY,False,AMBIGUOUS,,,,INITIAL_INQUIRY,False,,Requests reversal/undo of a cancellation; v1 has no dedicated reverse-cancellation intent.,CONTEXT_MAY_DISAMBIGUATE,UNRESOLVED,TAXONOMY_REVIEW,AMBIGUOUS,,,,INITIAL_INQUIRY,False,,Requests reversal/undo of a cancellation; v1 has no dedicated reverse-cancellation intent.,Decide taxonomy-gap handling before final gold lock.,PRIORITY_CASE_ASSISTANT_ADJUDICATED_NEEDS_HUMAN_CONFIRMATION
gold_0115,amazon_case_0142855,481467,"your delivery driver today, decided that ring my doorbell and then dropping the parcel in a flower bed outside the door was acceptable service. A your thoughts please?","CUSTOMER: your delivery driver today, decided that ring my doorbell and then dropping the parcel in a flower bed outside the door was acceptable service. A your thoughts please?",NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0116,amazon_case_0114262,701459,"So claims that I was handed my delivery today at half past two, I wasn't even in the house and there's no parcel to be found!","CUSTOMER: So claims that I was handed my delivery today at half past two, I wasn't even in the house and there's no parcel to be found!",NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,"Tracking claims the order was handed to the customer, but it was not received.",,,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,"Tracking claims the order was handed to the customer, but it was not received.",Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0117,amazon_case_0040741,582669,u are useless. Delivered parcel to wrong place. Lied and said it was received by the resident. We tried to spk to superior. U said they would phone back within 2 hours. LIARS....No call. Not first time couriers have LIED,CUSTOMER: u are useless. Delivered parcel to wrong place. Lied and said it was received by the resident. We tried to spk to superior. U said they would phone back within 2 hours. LIARS....No call. Not first time couriers have LIED,NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0118,amazon_case_0159964,2870696,Driver forgot the package OR decided to take a break bc his car was on my street but on the opposite side and then left when I thought he was going to be delivered at 9p 😤☹️,"CUSTOMER: I’m not a happy camper. Was just raving about you guys and then my baby’s formula that was supposed to arrive today by 9pm did NOT 😤😤😤😤
BRAND: Oh no! Could you tell us the latest tracking update showing here: <URL> Have you received any e-mails regarding a delay?
CUSTOMER: For delivered at 3am after I had to run out before target closed (at 11) to grab a case which I did need at midnight. 3am delivery did not help me and it was 6 hours past the time.
CUSTOMER: Driver forgot the package OR decided to take a break bc his car was on my street but on the opposite side and then left when I thought he was going to be delivered at 9p 😤☹️",NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0119,amazon_case_0019439,1076306,"parcel delivered to my address, left outside in rain. Address/postcode is mine. Nobody lives here with name on parcel. Any ideas","CUSTOMER: parcel delivered to my address, left outside in rain. Address/postcode is mine. Nobody lives here with name on parcel. Any ideas",NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0120,amazon_case_0064086,2452551,"my parcel was delivered to a neighbour yesterday, I've asked everyone on my street and no one has it and no note left by driver?","CUSTOMER: my parcel was delivered to a neighbour yesterday, I've asked everyone on my street and no one has it and no note left by driver?",NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,Parcel was marked/delivered to a neighbour but cannot be found.,,,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT,MARKED_DELIVERED_NOT_RECEIVED,MARKED_DELIVERED_NOT_RECEIVED,INITIAL_INQUIRY,False,,Parcel was marked/delivered to a neighbour but cannot be found.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0121,amazon_case_0098918,2948166,"Driver from tried to force parcel that was too big through my letterbox (I was Home). Went out to confront him, he pulled parcel back out with letter box attached, pushed it back in said sorry and drove off before I could confront him about damage! <URL>","CUSTOMER: Driver from tried to force parcel that was too big through my letterbox (I was Home). Went out to confront him, he pulled parcel back out with letter box attached, pushed it back in said sorry and drove off before I could confront him about damage! <URL>",NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,DELIVERY_AND_FULFILLMENT,CARRIER_FEEDBACK_AND_INSTRUCTIONS,CARRIER_FEEDBACK_AND_INSTRUCTIONS,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
gold_0122,amazon_case_0080366,383363,"First time I received damaged, non functioning, scrap product packed well in a box from a seller. Amazon helped me to return but I needed the product right now. don't buy from less known seller at Amazon. :(","CUSTOMER: First time I received damaged, non functioning, scrap product packed well in a box from a seller. Amazon helped me to return but I needed the product right now. don't buy from less known seller at Amazon. :(",NORMAL,RETURNS_AND_REPLACEMENTS,DAMAGED_OR_DEFECTIVE_ITEM,DAMAGED_OR_DEFECTIVE_ITEM,INITIAL_INQUIRY,False,NORMAL,RETURNS_AND_REPLACEMENTS,DAMAGED_OR_DEFECTIVE_ITEM,DAMAGED_OR_DEFECTIVE_ITEM,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,,,NORMAL,NORMAL,RETURNS_AND_REPLACEMENTS,DAMAGED_OR_DEFECTIVE_ITEM,DAMAGED_OR_DEFECTIVE_ITEM,INITIAL_INQUIRY,False,,Assistant-reviewed pre-annotation; human sign-off still required.,Verify recommendation; accept/correct.,ASSISTANT_RECOMMENDATION_PENDING_HUMAN_SIGNOFF
